codigo,etapa,ano,area,componente,unidade_tematica,objeto_conhecimento,descricao,palavras_chave,temas_relacionados,steam_relacionado,cultura_maker,fonte_url,observacoes
EF06HI13,Ensino Fundamental - Anos Finais,6º ano,Ciências Humanas,História,,,"Conceituar “império” no mundo antigo, com vistas à análise das diferentes formas de equilíbrio e desequilíbrio entre as partes envolvidas.","{""conceituar"",""imperio"",""mundo"",""antigo"",""vistas"",""analise"",""equilibrio"",""desequilibrio"",""partes"",""envolvidas""}","{""conceituar"",""imperio"",""mundo"",""antigo"",""vistas"",""analise""}","{""ciencia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efhi,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06HI14,Ensino Fundamental - Anos Finais,6º ano,Ciências Humanas,História,,,"Identificar e analisar diferentes formas de contato, adaptação ou exclusão entre populações em diferentes tempos e espaços.","{""contato"",""adaptacao"",""exclusao"",""populacoes"",""tempos"",""espacos""}","{""contato"",""adaptacao"",""exclusao"",""populacoes"",""tempos"",""espacos""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efhi,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06HI15,Ensino Fundamental - Anos Finais,6º ano,Ciências Humanas,História,,,"Descrever as dinâmicas de circulação de pessoas, produtos e culturas no Mediterrâneo e seu significado.","{""descrever"",""dinamicas"",""circulacao"",""pessoas"",""produtos"",""culturas"",""mediterraneo"",""significado""}","{""descrever"",""dinamicas"",""circulacao"",""pessoas"",""produtos"",""culturas""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efhi,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06HI16,Ensino Fundamental - Anos Finais,6º ano,Ciências Humanas,História,,,"Caracterizar e comparar as dinâmicas de abastecimento e as formas de organização do trabalho e da vida social em diferentes sociedades e períodos, com destaque para as relações entre senhores e servos.","{""caracterizar"",""dinamicas"",""abastecimento"",""organizacao"",""trabalho"",""social"",""sociedades"",""periodos"",""destaque"",""relacoes""}","{""caracterizar"",""dinamicas"",""abastecimento"",""organizacao"",""trabalho"",""social""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efhi,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06HI17,Ensino Fundamental - Anos Finais,6º ano,Ciências Humanas,História,,,"Diferenciar escravidão, servidão e trabalho livre no mundo antigo.","{""diferenciar"",""escravidao"",""servidao"",""trabalho"",""livre"",""mundo"",""antigo""}","{""diferenciar"",""escravidao"",""servidao"",""trabalho"",""livre"",""mundo""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efhi,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06HI18,Ensino Fundamental - Anos Finais,6º ano,Ciências Humanas,História,,,Analisar o papel da religião cristã na cultura e nos modos de organização social no período medieval.,"{""papel"",""religiao"",""crista"",""cultura"",""modos"",""organizacao"",""social"",""periodo"",""medieval""}","{""papel"",""religiao"",""crista"",""cultura"",""modos"",""organizacao""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efhi,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06HI19,Ensino Fundamental - Anos Finais,6º ano,Ciências Humanas,História,,,Descrever e analisar os diferentes papéis sociais das mulheres no mundo antigo e nas sociedades medievais.,"{""descrever"",""papeis"",""sociais"",""mulheres"",""mundo"",""antigo"",""sociedades"",""medievais""}","{""descrever"",""papeis"",""sociais"",""mulheres"",""mundo"",""antigo""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efhi,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI01,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Interagir em situações de intercâmbio oral, demonstrando iniciativa para utilizar a língua inglesa.","{""interagir"",""situacoes"",""intercambio"",""demonstrando"",""iniciativa"",""utilizar"",""lingua"",""inglesa""}","{""interagir"",""situacoes"",""intercambio"",""demonstrando"",""iniciativa"",""utilizar""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI02,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Coletar informações do grupo, perguntando e respondendo sobre a família, os amigos, a escola e a comunidade..","{""coletar"",""informacoes"",""grupo"",""perguntando"",""respondendo"",""familia"",""amigos"",""escola"",""comunidade""}","{""coletar"",""informacoes"",""grupo"",""perguntando"",""respondendo"",""familia""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI03,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,Solicitar esclarecimentos em língua inglesa sobre o que não entendeu e o significado de palavras ou expressões desconhecidas.,"{""solicitar"",""esclarecimentos"",""lingua"",""inglesa"",""entendeu"",""significado"",""palavras"",""expressoes"",""desconhecidas""}","{""solicitar"",""esclarecimentos"",""lingua"",""inglesa"",""entendeu"",""significado""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI04,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Reconhecer, com o apoio de palavras cognatas e pistas do contexto discursivo, o assunto e as informações principais em textos orais sobre temas familiares.","{""apoio"",""palavras"",""cognatas"",""pistas"",""contexto"",""discursivo"",""assunto"",""informacoes"",""principais"",""textos""}","{""apoio"",""palavras"",""cognatas"",""pistas"",""contexto"",""discursivo""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI05,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Aplicar os conhecimentos da língua inglesa para falar de si e de outras pessoas, explicitando informações pessoais e características relacionadas a gostos, preferências e rotinas.","{""aplicar"",""conhecimentos"",""lingua"",""inglesa"",""falar"",""outras"",""pessoas"",""explicitando"",""informacoes"",""pessoais""}","{""aplicar"",""conhecimentos"",""lingua"",""inglesa"",""falar"",""outras""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI06,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Planejar apresentação sobre a família, a comunidade e a escola, compartilhando-a oralmente com o grupo.","{""planejar"",""apresentacao"",""familia"",""comunidade"",""escola"",""compartilhando"",""oralmente"",""grupo""}","{""planejar"",""apresentacao"",""familia"",""comunidade"",""escola"",""compartilhando""}",{},true,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI07,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Formular hipóteses sobre a finalidade de um texto em língua inglesa, com base em sua estrutura, organização textual e pistas gráficas.","{""formular"",""hipoteses"",""finalidade"",""texto"",""lingua"",""inglesa"",""estrutura"",""organizacao"",""textual"",""pistas""}","{""formular"",""hipoteses"",""finalidade"",""texto"",""lingua"",""inglesa""}","{""engenharia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI08,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Identificar o assunto de um texto, reconhecendo sua organização textual e palavras cognatas.","{""assunto"",""texto"",""reconhecendo"",""organizacao"",""textual"",""palavras"",""cognatas""}","{""assunto"",""texto"",""reconhecendo"",""organizacao"",""textual"",""palavras""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI09,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,Localizar informações específicas em texto.,"{""localizar"",""informacoes"",""especificas"",""texto""}","{""localizar"",""informacoes"",""especificas"",""texto""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI10,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,Conhecer a organização de um dicionário bilíngue (impresso e/ou on-line) para construir repertório lexical.,"{""conhecer"",""organizacao"",""dicionario"",""bilingue"",""impresso"",""construir"",""repertorio"",""lexical""}","{""conhecer"",""organizacao"",""dicionario"",""bilingue"",""impresso"",""construir""}","{""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI11,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,Explorar ambientes virtuais e/ou aplicativos para construir repertório lexical na língua inglesa.,"{""explorar"",""ambientes"",""virtuais"",""aplicativos"",""construir"",""repertorio"",""lexical"",""lingua"",""inglesa""}","{""explorar"",""ambientes"",""virtuais"",""aplicativos"",""construir"",""repertorio""}","{""ciencia"",""tecnologia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI12,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Interessar-se pelo texto lido, compartilhando suas ideias sobre o que o texto informa/comunica.","{""interessar"",""texto"",""compartilhando"",""ideias"",""informa"",""comunica""}","{""interessar"",""texto"",""compartilhando"",""ideias"",""informa"",""comunica""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI13,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Listar ideias para a produção de textos, levando em conta o tema e o assunto.","{""listar"",""ideias"",""producao"",""textos"",""levando"",""conta"",""assunto""}","{""listar"",""ideias"",""producao"",""textos"",""levando"",""conta""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI14,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Organizar ideias, selecionando-as em função da estrutura e do objetivo do texto.","{""organizar"",""ideias"",""selecionando"",""funcao"",""estrutura"",""objetivo"",""texto""}","{""organizar"",""ideias"",""selecionando"",""funcao"",""estrutura"",""objetivo""}","{""engenharia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI15,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Produzir textos escritos em língua inglesa (histórias em quadrinhos, cartazes, chats, blogues, agendas, fotolegendas, entre outros), sobre si mesmo, sua família, seus amigos, gostos, preferências e rotinas, sua comunidade e seu contexto escolar.","{""textos"",""escritos"",""lingua"",""inglesa"",""historias"",""quadrinhos"",""cartazes"",""chats"",""blogues"",""agendas""}","{""textos"",""escritos"",""lingua"",""inglesa"",""historias"",""quadrinhos""}",{},true,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI16,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,Construir repertório relativo às expressões usadas para o convívio social e o uso da língua inglesa em sala de aula.,"{""construir"",""repertorio"",""relativo"",""expressoes"",""usadas"",""convivio"",""social"",""lingua"",""inglesa""}","{""construir"",""repertorio"",""relativo"",""expressoes"",""usadas"",""convivio""}","{""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI17,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,"Construir repertório lexical relativo a temas familiares (escola, família, rotina diária, atividades de lazer, esportes, entre outros).","{""construir"",""repertorio"",""lexical"",""relativo"",""temas"",""familiares"",""escola"",""familia"",""rotina"",""diaria""}","{""construir"",""repertorio"",""lexical"",""relativo"",""temas"",""familiares""}","{""ciencia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06LI18,Ensino Fundamental - Anos Finais,6º ano,Linguagens,Língua Inglesa,,,Reconhecer semelhanças e diferenças na pronúncia de palavras da língua inglesa e da língua materna e/ou outras línguas conhecidas.,"{""semelhancas"",""diferencas"",""pronuncia"",""palavras"",""lingua"",""inglesa"",""materna"",""outras"",""linguas"",""conhecidas""}","{""semelhancas"",""diferencas"",""pronuncia"",""palavras"",""lingua"",""inglesa""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efli,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
